Item,Category,Gold,Silver,Platinum,Rhodium,Nickel,Tin,Lithium,Aluminum,Carbon,Profit ($),Total_Value,Recoverable
Iron,Cat2,5.49,7.25,4.27,4.12,7.27,3.11,0.74,5.05,7.61,502.86,1331.9957810000003,0
Vacuum Cleaner,Cat2,2.32,9.21,5.84,1.83,7.06,6.92,5.01,8.59,7.15,432.41,909.721545,0
Smartphone,Cat3,3.05,4.01,8.37,0.15,2.98,1.58,4.28,4.05,5.06,600.71,894.2992959999999,0
Monitor,Cat4,4.67,4.28,5.21,9.0,6.05,3.02,6.27,0.34,5.75,511.22,2110.9013950000003,1
Stove,Cat1,7.5,8.4,2.24,1.95,7.97,9.41,9.01,5.34,9.51,493.64,957.249081,0
Stove,Cat1,5.86,6.71,4.73,6.32,1.96,7.38,7.73,5.67,3.83,545.38,1732.8134730000002,0
Tablet,Cat3,3.96,4.9,9.46,5.46,1.69,5.48,3.23,8.1,1.73,704.39,1863.009493,1
Washing Machine,Cat1,0.11,3.73,0.26,8.83,9.72,0.44,7.11,0.32,9.13,21.62,1400.3501730000003,0
Air Conditioner,Cat1,4.57,9.39,7.05,6.87,8.04,3.49,6.41,9.3,3.98,607.86,1928.525608,1
Smartphone,Cat3,0.81,2.5,2.2,5.61,6.55,0.35,6.03,0.53,5.73,159.21,1100.548973,0
Air Conditioner,Cat1,0.47,4.34,2.95,2.34,8.64,5.33,0.12,9.61,5.38,183.86,635.275218,0
Stove,Cat1,0.79,9.0,4.61,6.38,4.1,1.19,4.61,9.27,1.74,291.06,1420.036374,0
Monitor,Cat4,8.84,3.14,1.09,3.45,8.51,3.04,4.11,8.85,5.53,494.74,1174.4329230000003,0
Stove,Cat1,6.79,4.77,0.72,2.96,2.28,4.12,8.26,8.52,2.63,375.05,942.9334429999999,0
Smartphone,Cat3,4.86,0.37,2.17,1.18,8.41,2.85,8.64,8.67,7.65,355.45,660.7173850000001,0
Vacuum Cleaner,Cat2,2.45,2.02,6.25,3.08,5.61,5.07,4.68,8.11,2.39,456.59,1137.818019,0
Smartphone,Cat3,4.98,1.09,1.02,2.76,0.46,3.65,8.7,2.57,6.35,300.05,820.456975,0
Stove,Cat1,9.35,1.07,7.78,9.43,3.98,6.26,6.65,5.88,1.73,877.07,2672.922333,1
Microwave Oven,Cat2,7.79,8.4,0.53,0.75,4.34,5.72,0.35,2.38,8.75,416.15,650.419095,0
Air Conditioner,Cat1,8.51,2.56,5.06,4.7,8.28,4.5,2.62,2.47,2.46,690.93,1668.748636,0
Microwave Oven,Cat2,8.33,4.89,8.95,1.31,1.84,5.52,4.12,6.43,2.3,891.78,1449.38974,0
iPhone 11,Cat3,8.21,6.65,2.15,2.72,9.91,5.16,8.22,6.05,6.51,522.65,1111.5536010000003,0
Fridge,Cat1,0.21,5.17,3.1,8.69,2.74,4.95,8.27,9.6,3.55,179.51,1616.322565,0
Air Conditioner,Cat1,2.8,2.44,3.85,3.52,4.22,5.17,0.77,8.99,6.22,345.42,1033.6514019999997,0
iPhone 11,Cat3,3.36,6.65,2.88,0.42,5.06,4.81,8.66,9.88,2.37,323.38,513.401107,0
Microwave Oven,Cat2,7.39,7.59,4.66,7.38,5.28,3.65,6.52,4.15,5.07,617.29,1987.0571869999999,1
Laptop,Cat3,4.13,1.01,3.49,4.65,0.45,8.5,1.14,1.26,9.89,390.67,1260.766549,0
Iron,Cat2,4.56,4.86,2.91,6.6,8.14,3.84,1.95,6.12,2.01,382.95,1546.3622010000001,0
Smartphone,Cat3,7.49,4.27,2.11,3.11,2.64,1.53,3.69,8.77,0.69,483.6,1121.565169,0
iPhone 11,Cat3,6.93,2.91,6.9,6.62,6.26,7.05,9.48,4.06,3.95,712.11,2017.8961649999997,1
Tablet,Cat3,1.75,4.53,5.62,8.53,6.08,6.18,5.2,2.21,3.28,389.91,1890.5562380000001,1
Toaster,Cat2,8.93,9.39,6.19,6.04,5.0,3.15,0.49,9.09,7.45,775.96,2000.3983449999998,1
Toaster,Cat2,9.18,7.65,1.79,3.84,8.19,4.35,9.92,1.76,3.54,551.56,1317.033144,0
Air Conditioner,Cat1,8.51,5.87,3.22,0.91,2.87,7.64,4.4,1.28,0.31,594.22,935.4269510000001,0
Stove,Cat1,2.57,0.45,4.45,8.99,9.31,2.03,8.03,9.11,6.16,365.14,1914.026376,1
Monitor,Cat4,6.92,1.13,2.0,4.04,9.5,9.25,6.98,5.38,2.04,448.14,1218.8898539999998,0
TV,Cat4,9.32,3.1,3.92,9.11,5.95,6.19,8.98,8.65,8.64,669.96,2310.8009440000005,1
Laptop,Cat3,9.37,1.13,1.57,1.04,2.12,7.28,1.54,5.67,3.42,545.34,870.6977319999999,0
Tablet,Cat3,8.12,5.31,4.36,8.13,0.91,1.1,9.92,7.4,3.11,635.67,2121.988731,1
Stove,Cat1,5.75,5.83,6.93,7.68,9.92,5.38,0.79,5.83,7.74,657.43,2114.152344,1
iPhone 11,Cat3,2.72,7.8,7.92,3.46,7.8,3.66,7.01,0.6,3.56,562.66,1354.2174559999999,0
TV,Cat4,1.59,4.48,8.32,1.35,0.66,5.36,4.62,1.91,8.77,526.6,986.256807,0
TV,Cat4,4.96,3.58,5.49,1.32,1.29,9.53,3.71,8.94,9.9,540.12,960.6210400000001,0
Monitor,Cat4,4.12,1.11,1.3,5.23,1.06,2.57,5.11,5.31,8.07,272.79,1172.626447,0
Laptop,Cat3,1.15,9.77,2.88,5.58,2.48,8.58,4.65,5.59,9.78,216.61,1179.1628280000002,0
Stove,Cat1,9.6,8.7,1.51,3.22,7.56,6.28,8.87,0.22,2.4,557.82,1225.32566,0
Washing Machine,Cat1,9.85,1.69,6.7,7.58,3.38,3.09,1.95,0.86,5.98,844.06,2330.094888,1
Speaker,Cat4,6.44,2.73,5.23,1.99,4.98,6.68,0.37,3.43,9.11,598.42,1134.279221,0
Air Conditioner,Cat1,7.44,6.46,5.88,8.68,0.15,0.63,2.83,7.42,8.31,684.34,2289.177541,1
Toaster,Cat2,1.23,6.38,8.73,0.43,2.74,4.12,9.12,0.59,0.64,531.97,856.3975539999998,0
Monitor,Cat4,5.88,1.8,4.52,3.88,0.18,8.21,8.79,2.34,5.82,532.29,1334.1772519999997,0
Air Conditioner,Cat1,9.79,6.36,6.48,6.11,8.73,8.41,9.47,0.54,8.11,832.17,2085.5027409999993,1
Laptop,Cat3,0.13,5.73,8.42,2.23,9.03,6.3,9.06,5.43,8.53,461.07,1041.669803,0
Microwave Oven,Cat2,0.79,1.03,9.41,8.7,1.97,3.27,8.91,3.49,0.39,543.69,2160.929299000001,1
Monitor,Cat4,3.21,9.82,4.8,6.18,4.73,9.98,6.39,6.97,9.19,420.79,1555.5619889999998,0
iPhone 11,Cat3,6.56,9.93,2.44,7.7,2.74,1.67,7.44,0.98,3.95,458.83,1807.4905449999999,1
Microwave Oven,Cat2,7.05,1.3,8.19,0.98,7.69,6.93,0.54,7.91,1.59,786.22,1254.0224789999997,0
Smartphone,Cat3,4.67,3.91,4.69,0.66,3.51,5.77,3.13,7.22,7.92,483.16,775.7581020000001,0
Toaster,Cat2,8.0,0.22,0.79,9.33,9.89,7.8,3.52,9.94,1.44,435.83,2006.8566240000002,1
Speaker,Cat4,8.48,9.59,1.15,0.64,9.85,9.77,4.03,3.65,9.24,484.11,727.780444,0
Speaker,Cat4,7.69,7.79,3.27,3.93,5.64,4.42,4.65,3.25,0.95,557.69,1358.513525,0
Monitor,Cat4,4.66,0.37,4.76,4.0,7.38,2.03,5.31,7.33,5.18,484.37,1295.1175580000001,0
TV,Cat4,6.11,4.03,4.19,0.43,7.5,2.78,1.41,6.7,8.35,527.19,788.953095,0
Smartphone,Cat3,2.99,0.58,5.31,5.84,6.57,3.08,4.89,6.53,9.32,431.91,1521.5401020000002,0
Laptop,Cat3,4.12,6.93,2.59,5.35,7.28,7.62,9.34,3.76,6.46,345.43,1301.570006,0
Air Conditioner,Cat1,9.98,1.41,9.3,1.88,7.71,9.65,4.32,8.09,5.38,989.78,1665.333378,0
Fridge,Cat1,4.34,8.82,2.96,4.14,4.94,1.1,2.18,2.88,6.52,376.99,1159.0796719999996,0
Smartphone,Cat3,2.2,2.15,8.11,7.3,7.57,7.5,3.66,5.29,1.19,544.12,1927.296169,1
Smartphone,Cat3,4.78,0.37,3.05,7.27,9.1,1.64,4.03,0.6,6.24,398.66,1670.880204,0
Monitor,Cat4,2.27,8.65,9.46,0.69,8.38,2.59,3.69,4.17,8.16,623.54,1022.461416,0
Fridge,Cat1,6.83,9.06,1.34,4.65,8.17,8.0,9.39,5.5,9.03,412.85,1261.898143,0
Microwave Oven,Cat2,4.81,2.46,2.88,6.61,9.12,3.93,9.22,8.11,9.19,392.27,1558.816739,0
TV,Cat4,8.03,0.25,6.94,2.06,4.55,0.37,7.91,8.71,9.94,766.63,1379.7536539999999,0
Audio Equipment,Cat4,6.36,7.42,2.38,8.22,8.21,7.58,1.09,7.26,4.99,444.54,1868.6822790000003,1
iPhone 11,Cat3,2.46,0.48,2.35,1.34,1.89,3.65,0.53,4.99,8.65,247.16,551.202665,0
Laptop,Cat3,3.63,7.43,3.1,0.93,9.99,7.75,2.5,8.18,3.71,349.01,627.8589809999999,0
Laptop,Cat3,9.22,5.31,3.42,3.82,3.74,2.53,1.61,6.76,5.34,639.42,1445.9954440000001,0
Laptop,Cat3,9.95,8.06,5.12,6.43,8.26,4.11,10.0,9.71,8.79,768.05,2036.3613189999994,1
Microwave Oven,Cat2,9.34,5.34,6.53,1.5,6.59,4.91,8.19,5.67,1.67,812.06,1345.979107,0
Fridge,Cat1,8.54,5.98,4.3,2.22,0.99,9.96,5.38,8.01,6.54,653.65,1227.9967440000003,0
Stove,Cat1,8.13,0.68,0.95,4.94,0.14,0.25,9.68,4.22,5.29,450.77,1347.4961190000004,0
Washing Machine,Cat1,1.13,1.19,1.07,1.42,0.98,6.98,5.74,9.56,8.64,113.68,378.306904,0
Tablet,Cat3,8.32,0.95,1.02,7.44,1.52,7.4,1.16,3.31,9.1,464.17,1752.8588200000002,1
Iron,Cat2,0.35,2.78,2.71,8.41,2.3,2.98,4.44,1.7,3.22,164.08,1547.5994420000002,0
Stove,Cat1,0.29,4.42,1.98,7.09,5.83,1.49,5.42,1.66,0.74,122.98,1281.733204,0
Tablet,Cat3,1.52,0.26,7.83,8.06,1.34,1.07,4.82,0.98,1.77,494.41,1978.1373870000002,1
Smartphone,Cat3,9.67,3.59,9.3,3.39,6.68,0.58,4.89,0.63,1.94,975.61,1881.9006440000003,1
Speaker,Cat4,8.02,9.1,6.12,1.73,7.29,9.74,9.88,7.88,8.99,727.48,1270.3507389999997,0
Air Conditioner,Cat1,9.7,2.56,9.87,1.51,8.68,1.22,3.28,4.67,7.11,1007.07,1637.6025809999999,0
Speaker,Cat4,2.68,2.29,3.38,2.77,6.5,5.83,6.65,5.66,9.57,314.3,871.872627,0
iPhone 11,Cat3,6.93,4.92,7.86,6.14,4.4,2.81,2.82,7.76,2.31,764.59,2022.923281,1
Laptop,Cat3,1.72,9.95,4.77,7.03,9.89,4.91,3.0,1.16,4.97,346.03,1592.492527,0
Air Conditioner,Cat1,6.67,8.1,8.11,3.84,9.81,9.69,3.54,3.6,4.46,767.24,1673.895076,0
Audio Equipment,Cat4,4.06,3.39,6.15,4.43,2.0,8.25,9.01,6.93,0.11,531.14,1440.1776710000001,0
Fridge,Cat1,0.55,1.09,6.97,4.86,3.06,7.19,7.66,1.36,9.53,401.29,1353.3948030000001,0
Monitor,Cat4,6.51,2.15,1.16,2.34,0.71,5.37,1.02,4.45,6.28,383.37,862.5387079999999,0
Toaster,Cat2,6.85,0.39,8.73,7.03,4.08,2.95,4.57,3.4,7.37,804.68,2222.087067,1
Stove,Cat1,9.43,7.7,0.74,7.85,8.7,4.18,1.88,8.36,1.72,507.61,1869.007352,1
Microwave Oven,Cat2,4.03,4.63,10.0,6.34,1.23,8.17,8.64,9.19,9.93,736.65,2047.3824930000003,1
Microwave Oven,Cat2,2.58,6.65,8.38,2.06,7.38,3.81,3.49,6.86,9.15,579.76,1164.6794450000002,0
iPhone 11,Cat3,5.06,6.4,7.42,3.88,0.77,1.88,7.92,0.33,1.74,649.91,1522.392104,0
Washing Machine,Cat1,0.57,0.33,0.42,4.67,9.44,7.25,5.8,6.56,4.87,50.97,794.0224370000001,0
Iron,Cat2,6.16,4.33,5.69,8.34,8.36,5.0,2.35,0.8,8.09,610.24,2139.970389,1
Stove,Cat1,3.64,3.95,8.95,9.95,9.07,7.06,9.78,0.58,5.52,660.93,2497.148392,1
Air Conditioner,Cat1,2.81,5.62,2.1,2.09,3.8,7.77,1.06,1.19,0.62,254.01,673.9501619999998,0
Stove,Cat1,4.55,4.67,0.77,4.09,5.19,2.88,9.71,3.62,0.38,267.63,983.172378,0
Vacuum Cleaner,Cat2,3.95,3.88,5.09,5.19,1.86,2.42,5.83,0.63,3.36,469.11,1465.5115260000002,0
Air Conditioner,Cat1,5.61,5.84,1.88,4.94,6.32,0.16,3.61,1.32,9.83,379.82,1271.515303,0
Speaker,Cat4,0.69,5.48,9.92,3.72,1.73,3.43,6.37,1.42,6.78,568.66,1428.3317080000002,0
Microwave Oven,Cat2,8.53,7.35,2.09,1.61,7.36,7.85,9.4,0.56,6.21,535.57,955.1891309999999,0
Tablet,Cat3,3.66,3.6,0.45,0.26,0.86,7.53,2.63,4.21,3.27,206.16,307.3984870000001,0
Speaker,Cat4,5.62,6.19,5.97,1.85,8.6,9.45,6.34,7.92,9.74,599.87,1125.2079640000002,0
TV,Cat4,9.86,2.45,5.88,8.81,3.49,7.48,6.85,0.85,6.53,801.13,2455.872563,1
Washing Machine,Cat1,2.72,6.98,8.71,9.75,4.69,8.76,2.8,4.68,4.87,604.57,2392.452627,1
Laptop,Cat3,2.48,2.76,3.9,6.57,3.07,1.32,1.95,0.74,2.55,332.47,1490.7566950000003,0
Washing Machine,Cat1,7.59,6.8,5.27,9.73,9.88,5.76,2.52,2.33,9.64,659.46,2412.4661139999994,1
Iron,Cat2,5.77,3.85,2.94,0.92,9.57,7.65,5.02,3.95,6.16,443.53,742.634916,0
Monitor,Cat4,0.59,2.08,5.11,2.02,1.75,8.8,9.51,9.31,2.5,304.17,766.0302,0
Air Conditioner,Cat1,9.49,1.55,4.12,4.61,2.37,6.19,1.1,2.11,3.31,688.09,1638.389291,0
Iron,Cat2,2.32,1.47,8.69,6.49,2.45,2.31,0.73,3.22,6.29,580.53,1855.2158789999999,1
Vacuum Cleaner,Cat2,4.87,7.37,0.47,4.87,9.52,1.4,9.67,8.03,9.52,268.86,1102.2201420000001,0
Smartphone,Cat3,0.53,6.09,6.87,2.74,5.03,1.97,0.83,8.92,7.93,397.74,1020.0085630000001,0
Tablet,Cat3,7.98,5.5,8.81,9.66,6.35,1.44,1.22,0.24,3.36,867.42,2711.072516,1
Laptop,Cat3,1.17,1.43,1.76,6.92,7.29,2.58,6.1,6.23,8.5,152.76,1289.3675999999998,0
Stove,Cat1,10.0,0.11,2.02,7.11,8.17,9.01,5.53,0.6,3.06,599.94,1886.287356,1
Tablet,Cat3,4.58,2.92,8.97,2.01,8.9,9.54,2.19,1.25,5.57,707.64,1325.359607,0
Washing Machine,Cat1,2.44,7.96,9.58,5.33,8.35,5.13,6.62,0.45,2.6,637.97,1761.37264,1
Monitor,Cat4,2.43,7.54,2.1,2.44,6.69,7.55,2.33,3.63,3.88,236.48,706.5318080000001,0
iPhone 11,Cat3,7.55,4.62,1.12,5.21,6.89,7.37,5.14,3.14,3.49,433.87,1371.197679,0
Speaker,Cat4,0.18,7.58,3.27,1.89,6.87,9.89,7.9,8.56,5.52,188.68,576.7520619999999,0
Laptop,Cat3,8.46,4.46,5.82,2.43,7.16,6.18,4.3,3.5,4.46,730.3,1377.2223660000002,0
Washing Machine,Cat1,1.06,4.13,4.56,7.19,4.61,9.46,8.16,3.6,4.77,299.02,1553.9578569999999,0
Stove,Cat1,9.73,5.01,9.34,7.28,2.56,0.92,8.59,1.22,5.98,981.46,2493.143278,1
Audio Equipment,Cat4,8.61,7.35,8.72,3.51,0.42,0.32,9.13,3.47,0.15,894.51,1791.3106050000001,1
Air Conditioner,Cat1,9.16,1.35,0.87,5.49,4.51,8.53,2.57,3.9,1.29,497.7,1491.0278389999999,0
Smartphone,Cat3,6.11,6.75,6.0,2.28,8.39,2.45,5.93,1.22,0.92,625.74,1224.939282,0
Vacuum Cleaner,Cat2,3.17,5.16,8.08,0.18,6.38,9.3,2.23,6.62,8.78,591.91,884.2912379999999,0
Tablet,Cat3,1.3,7.87,6.7,5.42,8.5,1.18,6.27,5.96,7.38,427.52,1471.162298,0
Speaker,Cat4,1.7,0.24,2.92,6.89,8.88,5.57,6.63,8.22,2.89,240.35,1410.546159,0
Smartphone,Cat3,1.63,9.22,9.12,8.15,1.58,6.54,0.56,2.71,5.74,574.18,2112.048684,1
Vacuum Cleaner,Cat2,5.21,7.49,1.98,1.89,3.79,6.91,3.73,9.87,8.74,366.56,783.836994,0
Tablet,Cat3,0.24,1.96,7.72,0.4,4.1,8.04,2.33,8.81,8.76,426.77,704.4563859999998,0
Tablet,Cat3,2.09,1.49,0.62,1.71,7.74,8.18,8.15,1.32,7.6,137.03,446.77728,0
Fridge,Cat1,7.18,8.28,3.41,0.91,8.3,2.06,0.69,8.42,3.42,540.41,870.5372620000002,0
Washing Machine,Cat1,8.15,5.87,2.83,7.98,5.93,1.28,6.68,9.53,3.59,555.56,1977.2645889999997,1
Fridge,Cat1,0.29,5.9,2.0,4.74,7.61,3.43,9.5,5.03,3.4,124.96,920.6646000000002,0
Tablet,Cat3,2.24,9.06,0.21,8.79,7.99,0.67,1.46,3.72,1.46,126.63,1527.1417560000002,0
Iron,Cat2,3.62,1.14,7.22,9.79,1.61,6.78,4.61,8.34,8.47,565.53,2328.1269069999994,1
Microwave Oven,Cat2,3.37,0.75,6.04,2.31,1.95,7.2,7.98,8.15,3.2,489.81,1057.33573,0
Microwave Oven,Cat2,0.32,1.23,0.67,5.15,4.65,0.97,3.08,7.29,1.33,52.41,873.7031730000001,0
TV,Cat4,8.02,8.81,0.47,1.37,2.09,1.41,9.93,5.79,6.61,424.36,756.2508409999999,0
Tablet,Cat3,9.82,2.57,9.82,5.66,5.65,9.88,9.79,2.57,5.89,1010.42,2284.5550190000004,1
TV,Cat4,9.89,9.39,4.15,5.88,9.86,0.34,0.27,5.37,7.71,713.84,1869.8593210000004,1
Iron,Cat2,7.27,1.42,7.38,4.24,2.91,6.89,0.94,2.99,6.09,753.63,1707.369609,0
Toaster,Cat2,5.44,5.16,1.61,6.54,2.3,4.86,0.53,8.8,5.63,356.64,1486.5271030000004,0
Air Conditioner,Cat1,3.28,0.53,6.84,2.59,4.13,1.86,8.28,1.32,2.99,528.06,1159.592839,0
Toaster,Cat2,4.08,3.74,9.16,5.56,6.25,0.63,5.29,9.12,6.28,693.52,1860.4977580000002,1
Vacuum Cleaner,Cat2,6.93,1.18,2.73,2.03,9.29,4.27,9.14,5.9,7.94,487.67,966.997304,0
TV,Cat4,9.16,3.52,5.19,7.62,3.98,3.83,7.14,5.01,1.35,730.32,2173.052875,1
iPhone 11,Cat3,9.17,0.5,2.13,0.83,2.29,4.29,9.4,2.52,1.2,565.1,870.4982699999999,0
Stove,Cat1,7.65,5.59,2.34,6.63,1.14,6.1,2.11,7.07,3.11,504.6,1697.0691610000003,0
Monitor,Cat4,2.44,5.9,6.51,6.65,4.67,3.73,1.16,2.55,2.09,472.22,1715.173929,0
Microwave Oven,Cat2,6.3,9.92,5.56,7.38,8.08,5.03,1.38,1.85,9.46,613.36,1994.6184860000003,1
Smartphone,Cat3,6.23,1.11,9.51,2.03,6.19,1.29,6.27,0.79,0.13,816.42,1472.506113,0
Speaker,Cat4,5.64,1.29,6.05,6.04,2.74,1.19,1.95,3.17,1.54,602.09,1777.2771540000003,1
iPhone 11,Cat3,1.42,7.29,6.52,3.21,9.91,2.57,6.49,6.22,0.92,423.48,1120.995322,0
Air Conditioner,Cat1,5.33,5.95,2.67,6.19,4.71,2.24,9.93,5.14,6.65,408.47,1512.1264449999999,0
Microwave Oven,Cat2,2.54,7.88,8.22,7.92,8.11,4.6,6.49,5.77,4.3,569.96,2058.7794,1
Toaster,Cat2,7.81,0.66,5.55,9.48,8.82,6.17,1.21,5.1,3.11,681.74,2404.189501,1
Vacuum Cleaner,Cat2,3.31,1.3,1.92,2.59,6.28,7.54,5.3,3.2,1.63,266.49,763.8602229999999,0
TV,Cat4,7.52,4.49,2.65,7.22,9.3,7.48,2.87,0.28,4.49,514.33,1804.7054689999995,1
iPhone 11,Cat3,7.34,7.49,4.78,0.67,5.23,4.37,6.07,2.6,4.54,621.22,953.5449440000001,0
Washing Machine,Cat1,5.47,6.37,2.42,7.28,1.8,3.62,5.29,2.25,4.29,402.18,1669.834019,0
Washing Machine,Cat1,2.02,0.97,1.37,3.7,6.7,2.66,2.96,2.18,8.32,173.36,810.8827719999998,0
Iron,Cat2,8.22,3.45,4.74,6.37,3.06,9.18,4.01,6.44,1.61,660.06,1884.633121,1
Iron,Cat2,5.44,2.92,6.73,4.94,1.99,9.94,7.36,6.73,8.26,629.79,1651.357176,0
Laptop,Cat3,9.86,0.18,1.49,5.88,7.38,5.44,0.86,0.49,2.07,564.62,1643.905357,0
Toaster,Cat2,5.15,9.39,3.63,5.62,0.22,5.16,9.13,2.49,9.72,453.03,1493.6427420000002,0
Vacuum Cleaner,Cat2,3.53,2.77,2.71,1.26,5.4,5.69,5.26,7.95,9.26,320.42,636.6743660000002,0
Vacuum Cleaner,Cat2,5.42,4.11,7.56,3.07,3.06,2.24,4.2,7.95,1.06,673.83,1428.3578560000003,0
Laptop,Cat3,7.65,7.07,4.17,7.95,6.17,0.41,3.46,8.08,5.57,603.47,2051.2274070000008,1
Fridge,Cat1,1.63,6.47,9.73,4.56,5.86,4.92,5.14,0.56,5.73,605.32,1602.468273,0
Laptop,Cat3,8.25,6.39,3.03,5.15,6.87,9.22,8.39,5.29,6.97,571.65,1561.795667,0
iPhone 11,Cat3,3.16,4.02,9.37,1.51,2.62,8.67,0.52,2.21,0.42,659.83,1193.1051819999998,0
TV,Cat4,4.99,8.84,3.52,5.1,7.3,1.36,7.81,9.63,6.77,438.99,1393.6975670000002,0
Tablet,Cat3,8.51,1.41,3.76,0.21,4.02,4.52,8.49,1.02,0.7,620.56,866.3960300000002,0
iPhone 11,Cat3,2.13,4.16,6.82,5.44,7.91,2.11,0.7,7.16,3.29,472.62,1531.874219,0
Smartphone,Cat3,1.6,3.66,6.48,1.96,6.02,0.33,2.9,9.59,4.22,428.01,931.5402419999999,0
Speaker,Cat4,5.43,5.54,0.48,8.08,7.94,4.46,7.65,6.36,8.4,295.9,1633.6048199999998,0
Smartphone,Cat3,9.98,3.01,4.78,4.46,8.56,8.96,7.36,8.76,6.57,748.51,1700.6645170000002,0
Fridge,Cat1,4.45,5.79,0.54,2.4,6.31,6.96,8.15,7.61,8.54,251.12,697.605244,0
Speaker,Cat4,1.21,5.07,0.73,2.67,2.34,0.51,6.69,4.6,2.32,101.52,552.9697619999998,0
Microwave Oven,Cat2,0.75,3.84,4.61,4.16,2.82,1.18,8.72,9.74,3.05,286.12,1068.581865,0
Fridge,Cat1,1.5,2.19,0.8,2.28,0.76,9.1,6.0,9.64,2.8,118.0,513.6956799999999,0
Iron,Cat2,6.6,0.91,8.89,2.24,6.52,6.64,2.27,6.88,5.31,801.37,1477.7393909999996,0
Laptop,Cat3,9.84,3.13,7.93,5.16,7.62,9.32,9.04,0.95,4.58,910.47,2055.740008,1
TV,Cat4,4.23,4.47,7.21,5.5,3.74,8.29,8.11,2.23,2.25,596.93,1703.4616250000001,0
Monitor,Cat4,9.68,4.7,2.73,6.15,9.59,8.41,6.3,9.52,9.92,624.9,1779.560302,1
Stove,Cat1,7.73,3.13,2.97,0.63,9.13,0.71,7.57,0.8,8.86,540.89,820.7353959999999,0
Stove,Cat1,8.13,3.66,4.59,2.0,3.47,6.49,4.31,6.15,7.27,647.68,1189.6745270000001,0
Washing Machine,Cat1,2.45,1.79,6.56,1.36,8.45,9.36,3.05,2.23,1.72,473.19,896.2649420000002,0
TV,Cat4,6.78,8.17,4.59,1.74,5.76,2.39,9.16,5.69,1.23,583.89,1069.9211630000002,0
Fridge,Cat1,5.07,4.31,4.41,2.55,4.03,5.67,4.5,7.48,9.87,488.04,1071.231577,0
Toaster,Cat2,2.38,3.47,8.68,6.35,0.5,7.42,4.12,3.63,1.27,584.16,1838.5008169999999,1
Laptop,Cat3,7.94,2.47,2.1,2.97,2.02,1.78,9.56,5.85,6.23,504.14,1125.304493,0
Stove,Cat1,1.72,1.63,7.1,7.24,8.49,0.84,3.13,4.09,8.6,466.01,1805.71973,1
Speaker,Cat4,5.13,0.24,0.93,1.34,3.98,5.47,4.95,8.48,2.81,302.19,601.655271,0
Audio Equipment,Cat4,3.88,0.42,4.91,1.85,0.76,8.75,7.5,3.88,2.34,454.14,925.8233040000001,0
Fridge,Cat1,1.53,5.75,8.89,6.08,5.19,1.78,0.79,2.02,9.85,554.91,1762.9811849999996,1
Monitor,Cat4,5.84,9.11,9.65,0.69,6.27,1.64,3.89,1.28,2.57,809.35,1259.552257,0
Washing Machine,Cat1,9.96,8.07,2.18,0.72,6.95,6.75,4.55,7.87,4.36,611.05,913.7929960000002,0
Audio Equipment,Cat4,6.79,4.97,0.71,0.63,4.65,5.6,3.06,9.14,7.07,374.69,581.194847,0
Iron,Cat2,8.83,6.39,1.24,8.99,8.79,2.58,3.0,3.57,9.64,504.14,2047.7115340000003,1
Monitor,Cat4,2.06,5.64,2.55,8.72,7.71,8.38,3.83,4.82,1.44,241.35,1691.7038840000002,0
iPhone 11,Cat3,6.8,9.94,5.65,3.77,5.67,6.23,8.03,9.7,4.61,642.75,1473.4765710000001,0
Speaker,Cat4,5.95,5.88,8.96,9.38,0.67,7.16,7.68,8.55,3.65,775.96,2554.5125150000003,1
Smartphone,Cat3,9.12,3.14,1.07,7.22,7.76,1.2,9.19,4.55,0.33,507.38,1774.496243,1
Vacuum Cleaner,Cat2,2.7,1.46,7.79,5.03,2.68,1.49,5.06,0.45,1.05,550.97,1579.5865850000002,0
Speaker,Cat4,8.93,6.19,7.37,4.11,3.5,9.01,0.58,9.65,1.19,837.44,1793.9568590000001,1
Vacuum Cleaner,Cat2,3.28,0.69,2.03,9.28,6.27,3.25,6.99,3.58,0.41,270.48,1807.1602709999997,1
Fridge,Cat1,6.46,2.98,3.97,6.21,0.22,0.31,1.77,3.97,6.56,531.85,1687.518996,0
Vacuum Cleaner,Cat2,6.48,7.43,8.87,9.87,7.39,7.53,6.7,1.23,9.77,798.17,2657.605077,1
Monitor,Cat4,4.97,8.72,3.39,6.83,9.52,2.35,1.4,1.0,3.27,431.02,1649.9330370000002,0
Microwave Oven,Cat2,1.21,5.21,3.24,8.76,3.06,8.0,3.9,2.76,6.62,236.23,1700.584322,0
Stove,Cat1,6.86,3.54,7.5,0.47,3.33,1.29,7.37,8.8,0.21,741.03,1109.250371,0
Tablet,Cat3,3.54,3.76,1.54,2.05,7.12,0.19,3.99,3.3,1.4,258.71,665.73435,0
Laptop,Cat3,3.67,5.53,8.27,2.02,7.11,3.46,3.14,5.64,1.53,626.78,1216.060413,0
Vacuum Cleaner,Cat2,0.12,2.7,1.03,7.49,9.3,0.83,7.32,6.66,4.46,62.78,1254.688056,0
Laptop,Cat3,7.73,2.39,7.97,0.69,0.16,2.32,7.69,6.92,6.47,808.28,1234.2436270000003,0
Audio Equipment,Cat4,4.39,0.73,3.73,7.86,4.85,9.19,5.97,7.92,0.18,416.22,1793.789488,1
Monitor,Cat4,5.09,3.86,4.78,0.27,7.01,5.74,3.27,1.06,0.69,508.64,748.6350890000001,0
