Item,Category,Gold,Silver,Platinum,Rhodium,Nickel,Tin,Lithium,Aluminum,Carbon,Profit ($),Total_Metals,Avg_Metal_Value,Profit_per_Metal,Precious_Ratio,Recovery_Status
Microwave Oven,1,6.69,3.22,5.0,1.83,3.25,5.66,4.56,2.77,7.42,598.62,30.490000000000002,4.355714285714286,19.633322400787144,0.2240078714332568,1
Toaster,1,2.37,3.68,6.91,4.98,4.28,3.06,4.63,6.86,6.76,488.92,37.48,5.354285714285714,13.044823906083247,0.3172358591248666,1
Air Conditioner,0,2.35,2.16,0.22,6.6,4.27,2.54,6.81,7.57,3.06,128.6,31.069999999999997,4.438571428571428,4.139040875442549,0.21950434502735758,0
Vacuum Cleaner,1,7.78,6.97,3.21,8.92,1.51,3.28,4.81,7.93,3.18,558.35,32.839999999999996,4.691428571428571,17.002131546894034,0.3693666260657735,1
Washing Machine,0,8.4,1.24,7.86,0.37,9.18,3.77,3.5,2.11,7.06,834.8,33.85,4.835714285714286,24.661742983751843,0.2431314623338257,1
Speaker,3,2.49,1.4,4.25,0.43,7.17,7.03,2.81,7.37,1.1,351.1,30.16,4.308571428571429,11.641246684350133,0.15517241379310343,1
Vacuum Cleaner,1,1.09,8.0,9.21,4.44,9.38,5.62,5.56,5.34,5.42,551.86,44.97,6.424285714285714,12.271736713364465,0.30353569046030693,1
Iron,1,0.18,9.41,1.45,5.41,9.87,2.02,6.77,0.13,5.29,92.1,30.939999999999998,4.42,2.9767291531997415,0.22171945701357468,0
Microwave Oven,1,3.17,1.25,9.57,6.54,0.49,2.42,7.32,1.35,4.41,669.3,32.099999999999994,4.5857142857142845,20.850467289719628,0.5018691588785047,1
Laptop,2,0.2,5.41,3.4,1.33,5.98,4.49,7.53,2.65,5.01,195.27,30.39,4.341428571428572,6.425468904244817,0.1556433037183284,0
Smartphone,2,8.99,5.5,4.73,7.35,4.46,8.88,5.76,8.47,1.51,698.55,41.16,5.88,16.971574344023324,0.293488824101069,1
Microwave Oven,1,7.84,5.7,6.01,0.94,0.61,4.33,1.39,2.14,2.38,710.6,17.8,2.542857142857143,39.92134831460674,0.39044943820224715,1
Vacuum Cleaner,1,0.83,1.89,6.51,7.08,3.86,8.92,7.87,5.96,1.58,390.9,41.779999999999994,5.968571428571428,9.356151268549546,0.3252752513164194,1
Air Conditioner,0,2.07,6.16,9.75,7.8,0.72,2.74,3.14,6.33,9.87,627.72,40.349999999999994,5.764285714285713,15.556877323420077,0.4349442379182157,1
Vacuum Cleaner,1,3.81,8.26,5.07,4.72,4.26,1.88,4.31,6.33,1.43,463.69,28.0,4.0,16.560357142857143,0.3496428571428571,1
Monitor,3,7.68,6.5,7.85,3.53,1.06,8.79,8.58,4.39,8.52,801.88,42.72,6.102857142857142,18.77059925093633,0.26638576779026213,1
Air Conditioner,0,3.0,2.23,6.45,4.35,4.81,5.93,2.3,2.15,8.53,494.46,34.519999999999996,4.931428571428571,14.323870220162226,0.3128621089223639,1
Washing Machine,0,5.57,3.32,9.7,5.97,0.62,3.56,1.34,2.72,1.87,795.4,25.779999999999998,3.6828571428571424,30.853374709076807,0.6078355314197051,1
Laptop,2,2.57,8.64,5.57,7.33,6.97,2.37,4.13,5.7,7.15,429.82,39.22,5.602857142857142,10.959204487506375,0.32891381947985726,1
Smartphone,2,4.5,9.41,0.52,3.73,6.62,0.52,9.69,1.8,2.32,254.47,25.2,3.6,10.098015873015873,0.16865079365079366,0
Laptop,2,6.6,6.44,6.3,6.32,2.99,8.29,3.89,0.14,8.27,665.74,36.2,5.171428571428572,18.39060773480663,0.34861878453038675,1
Speaker,3,2.87,4.43,6.08,0.21,6.58,7.46,0.49,0.81,7.03,469.56,28.66,4.094285714285714,16.38381018841591,0.21946964410327982,1
iPhone 11,2,8.49,5.25,9.27,4.07,2.68,0.56,3.54,3.5,4.55,916.92,28.169999999999998,4.024285714285714,32.54952076677316,0.473553425630103,1
Fridge,0,2.35,0.25,1.76,9.58,2.98,1.09,4.74,7.71,4.73,209.98,32.59,4.655714285714287,6.443080699601103,0.34795949677815274,0
Iron,1,6.8,1.48,8.95,7.87,2.34,8.34,4.04,8.02,6.68,814.71,46.24,6.605714285714286,17.61916089965398,0.36375432525951557,1
Monitor,3,4.71,5.55,1.56,7.92,2.51,8.45,3.82,3.04,6.61,318.39,33.91,4.844285714285713,9.38926570333235,0.27956355057505167,1
Fridge,0,2.97,4.59,8.15,4.39,1.31,5.97,1.67,6.56,4.38,585.38,32.43,4.632857142857143,18.050570459451126,0.38667900092506935,1
Monitor,3,5.52,3.95,8.12,9.43,6.54,1.74,0.96,7.36,5.31,708.7,39.46,5.637142857142857,17.95995945261024,0.4447541814495691,1
Washing Machine,0,2.31,1.06,4.92,3.61,7.92,1.36,1.31,1.21,4.15,377.87,24.479999999999997,3.497142857142857,15.435866013071898,0.3484477124183007,1
Iron,1,1.2,3.75,8.95,9.6,2.18,3.71,9.04,1.4,8.96,540.76,43.839999999999996,6.2628571428571425,12.334854014598541,0.4231295620437956,1
Audio Equipment,3,1.74,5.01,6.09,8.21,9.71,5.22,5.34,4.61,6.59,414.91,45.769999999999996,6.538571428571428,9.065108149442867,0.3124317238365742,1
Vacuum Cleaner,1,8.52,1.19,4.7,9.53,0.88,1.0,9.55,0.62,1.74,671.18,28.02,4.002857142857143,23.953604568165595,0.5078515346181299,1
TV,3,3.99,1.97,0.67,7.37,1.2,7.21,4.1,5.73,7.3,233.23,33.58,4.797142857142857,6.94550327575938,0.23942823108993452,0
TV,3,8.91,4.6,0.67,9.78,4.06,8.67,4.68,5.76,4.83,476.55,38.449999999999996,5.492857142857142,12.39401820546164,0.2717815344603381,1
Iron,1,3.69,6.38,3.97,8.24,3.38,2.39,2.92,7.96,9.67,397.78,38.53,5.5042857142857144,10.323903451855696,0.3168959252530496,1
Laptop,2,1.27,9.78,3.87,0.1,1.77,8.29,3.39,6.92,2.44,275.54,26.779999999999998,3.825714285714285,10.289021657953699,0.1482449589245706,0
Vacuum Cleaner,1,2.8,1.69,4.39,9.32,7.14,3.45,0.29,9.55,2.34,373.93,36.480000000000004,5.211428571428572,10.250274122807017,0.3758223684210526,1
Laptop,2,1.28,3.79,9.29,8.57,9.03,9.68,9.4,7.76,9.69,563.14,63.419999999999995,9.059999999999999,8.879533270261748,0.2816146326080101,1
iPhone 11,2,0.42,2.74,3.93,9.86,4.47,3.09,0.92,1.28,8.64,232.9,32.19,4.598571428571428,7.235166200683443,0.42839391115253184,0
Smartphone,2,7.32,1.86,6.9,4.44,1.16,0.86,1.19,2.86,5.64,730.48,23.05,3.292857142857143,31.69110629067245,0.4919739696312364,1
Stove,0,1.44,5.52,2.27,4.56,1.73,2.33,0.64,2.39,9.29,195.62,23.21,3.315714285714286,8.428263679448513,0.2942697113313227,0
TV,3,9.69,5.86,0.73,8.42,7.19,9.66,7.36,5.15,0.58,518.88,39.089999999999996,5.584285714285714,13.273983115886416,0.23407521105141982,1
Monitor,3,0.23,7.36,9.63,2.0,0.82,4.15,6.96,0.12,4.83,531.59,28.510000000000005,4.072857142857144,18.645738337425463,0.4079270431427569,1
Iron,1,5.78,8.23,3.8,9.4,8.4,9.4,3.05,7.96,3.88,492.62,45.89,6.555714285714286,10.734800610154718,0.28764436696448026,1
Washing Machine,0,4.18,8.04,9.91,2.06,4.6,0.48,3.83,7.39,1.48,741.06,29.750000000000004,4.250000000000001,24.909579831932767,0.4023529411764706,1
Monitor,3,6.45,3.34,6.84,4.59,6.4,4.88,3.46,1.64,2.55,685.52,30.36,4.337142857142857,22.579710144927535,0.37648221343873517,1
Smartphone,2,3.66,1.74,1.51,1.76,4.25,8.9,8.36,9.87,2.65,261.97,37.3,5.328571428571428,7.023324396782843,0.08766756032171583,0
Audio Equipment,3,6.12,8.55,9.87,9.59,1.44,9.77,4.21,7.92,0.16,834.66,42.96,6.137142857142857,19.42877094972067,0.45297951582867785,1
Microwave Oven,1,7.58,4.91,3.77,7.82,1.01,5.6,4.18,6.9,9.68,577.38,38.96,5.565714285714286,14.819815195071868,0.2974845995893224,1
Monitor,3,6.66,6.16,7.81,8.02,5.44,4.37,5.09,3.34,1.45,749.4,35.52,5.074285714285715,21.097972972972972,0.44566441441441434,1
Air Conditioner,0,4.58,6.4,5.54,9.81,9.66,6.76,9.44,9.74,2.83,525.81,53.78,7.682857142857143,9.777054667162513,0.28542208999628116,1
Air Conditioner,0,8.57,6.65,3.91,1.55,3.47,3.84,8.98,8.2,7.54,634.53,37.49,5.355714285714286,16.925313416911173,0.14563883702320618,1
Microwave Oven,1,1.64,7.97,0.71,3.28,3.79,0.41,8.48,1.76,4.07,123.25,22.500000000000004,3.214285714285715,5.477777777777777,0.1773333333333333,0
Air Conditioner,0,4.33,3.25,2.69,8.51,9.66,1.88,5.5,9.17,1.68,358.92,39.089999999999996,5.584285714285714,9.18188795088258,0.2865182911230494,1
Tablet,2,3.95,6.72,5.75,2.99,8.13,1.49,2.93,4.11,7.14,506.17,32.54,4.648571428571429,15.555316533497235,0.2685925015365704,1
iPhone 11,2,7.5,7.22,0.19,5.8,5.35,8.24,8.78,0.74,4.33,383.07,33.43,4.775714285714286,11.458869279090637,0.1791803769069698,1
Air Conditioner,0,7.05,0.74,9.16,9.91,8.27,3.58,4.28,8.45,1.12,837.82,44.77,6.395714285714286,18.713870895689077,0.42595488050033503,1
Smartphone,2,8.31,3.69,0.4,0.21,5.35,3.75,7.15,8.18,2.38,432.01,27.419999999999998,3.917142857142857,15.75528811086798,0.02224653537563822,1
Fridge,0,8.57,6.98,8.61,7.2,8.17,2.9,8.56,3.69,7.83,886.6,46.959999999999994,6.708571428571427,18.879897785349236,0.3366695059625213,1
iPhone 11,2,8.02,2.92,8.03,4.96,3.9,8.94,9.15,6.1,3.63,826.22,44.71,6.387142857142857,18.479534779691345,0.29053902929993286,1
TV,3,0.15,1.63,6.31,5.98,2.54,7.22,2.61,0.22,9.72,346.57,34.599999999999994,4.942857142857142,10.016473988439309,0.3552023121387284,1
Toaster,1,2.71,4.37,7.47,4.14,8.71,3.72,0.86,0.39,5.4,536.1,30.689999999999998,4.384285714285714,17.468230694037146,0.3782991202346041,1
Laptop,2,3.71,8.58,4.33,6.31,9.65,7.01,3.43,9.19,9.16,419.48,49.08,7.011428571428572,8.546862265688672,0.21678891605541975,1
TV,3,9.06,6.14,8.9,5.66,9.69,2.14,8.06,0.23,4.55,925.74,39.23,5.604285714285714,23.597756818761155,0.37114453224573035,1
Toaster,1,3.57,6.27,5.71,1.42,2.33,0.33,6.03,3.04,0.78,484.99,19.64,2.8057142857142856,24.69399185336049,0.36303462321792257,1
Tablet,2,7.66,5.12,5.19,2.8,3.79,0.97,4.0,4.69,7.01,657.47,28.450000000000003,4.064285714285715,23.109666080843585,0.28084358523725833,1
Stove,0,5.86,3.4,6.33,5.05,8.28,4.8,9.29,1.44,8.39,629.26,43.58,6.225714285714285,14.439192290041303,0.2611289582377237,1
Washing Machine,0,7.72,7.16,2.34,1.87,7.24,1.19,5.28,7.37,6.49,508.94,31.78,4.54,16.014474512271867,0.13247325361862805,1
Vacuum Cleaner,1,3.9,4.17,2.81,1.35,8.78,5.51,0.2,2.02,7.51,344.81,28.18,4.025714285714286,12.235982966643009,0.14762242725337119,1
Air Conditioner,0,2.34,5.75,3.97,7.4,5.86,6.29,7.37,2.95,8.66,331.19,42.5,6.071428571428571,7.792705882352941,0.2675294117647059,1
Tablet,2,0.79,0.7,9.64,1.0,4.09,5.45,7.12,4.36,4.33,555.9,35.99,5.1414285714285715,15.445957210336204,0.2956376771325368,1
Air Conditioner,0,5.95,3.78,7.98,5.62,6.57,6.67,4.68,5.22,1.17,722.32,37.910000000000004,5.415714285714286,19.05354787654972,0.35874439461883406,1
Fridge,0,8.62,4.9,0.23,6.12,7.68,0.96,2.43,8.96,5.99,438.81,32.370000000000005,4.6242857142857146,13.556070435588506,0.1961692925548347,1
Audio Equipment,3,1.07,2.58,9.39,5.17,1.4,7.62,4.89,7.04,3.67,557.34,39.18000000000001,5.597142857142858,14.22511485451761,0.37161817253700863,1
Speaker,3,6.77,9.13,2.81,2.26,4.96,1.1,3.9,5.61,2.1,488.53,22.740000000000002,3.2485714285714287,21.48328935795954,0.2229551451187335,1
iPhone 11,2,1.51,3.73,0.54,3.24,9.22,6.67,1.76,7.41,3.24,105.52,32.080000000000005,4.582857142857144,3.289276807980049,0.11783042394014961,0
Microwave Oven,1,7.59,5.84,4.77,1.97,5.48,6.92,6.48,0.64,6.81,632.08,33.07,4.724285714285714,19.113395827033568,0.20381009978832776,1
TV,3,4.63,3.24,8.7,6.09,4.56,8.06,6.86,2.81,8.08,695.72,45.16,6.451428571428571,15.405668733392384,0.3275022143489814,1
Stove,0,5.65,7.78,0.78,7.4,4.74,3.98,7.31,2.17,9.96,324.01,36.339999999999996,5.191428571428571,8.916070445789764,0.2250963126031921,1
Microwave Oven,1,7.06,4.62,2.41,6.47,9.29,3.22,3.22,0.24,5.78,478.87,30.629999999999995,4.3757142857142854,15.634018935683972,0.2899118511263467,1
Microwave Oven,1,4.37,9.87,3.22,4.56,1.83,2.12,5.23,0.24,8.03,392.98,25.229999999999997,3.6042857142857136,15.575901704320255,0.30836305984938567,1
Washing Machine,0,9.95,1.61,7.44,8.12,6.43,9.63,9.16,4.48,1.26,888.74,46.52,6.645714285714286,19.104471195184864,0.33447979363714525,1
Audio Equipment,3,9.44,0.41,5.33,4.2,9.76,4.92,5.25,3.18,7.15,749.89,39.79,5.684285714285714,18.846192510681075,0.2395074139230963,1
iPhone 11,2,2.57,7.79,8.83,2.03,4.79,2.45,5.11,1.53,2.64,603.98,27.38,3.9114285714285715,22.059167275383494,0.3966398831263696,1
TV,3,6.73,9.25,7.71,3.63,1.43,6.6,2.67,2.3,3.07,749.24,27.41,3.915714285714286,27.33454943451295,0.4137176213060927,1
Audio Equipment,3,9.82,0.47,9.16,0.49,5.18,5.1,8.86,4.3,8.61,973.75,41.699999999999996,5.957142857142856,23.351318944844127,0.23141486810551562,1
Microwave Oven,1,2.73,4.32,7.24,0.69,2.91,9.84,7.93,0.9,0.2,524.77,29.709999999999997,4.244285714285714,17.66307640525076,0.26691349713901047,1
Fridge,0,7.14,7.42,7.41,2.57,6.23,1.51,7.09,1.35,0.21,752.23,26.370000000000005,3.767142857142858,28.525976488433823,0.378460371634433,1
Laptop,2,1.32,0.22,9.54,6.41,5.07,9.35,4.29,9.24,6.77,576.39,50.67,7.238571428571428,11.375370041444642,0.3147819222419577,1
Stove,0,8.05,7.08,0.48,4.23,0.6,7.89,5.91,6.41,7.46,425.48,32.98,4.711428571428571,12.901152213462707,0.1428138265615525,1
Speaker,3,0.73,1.89,5.24,9.9,9.38,8.2,7.84,6.3,7.03,318.0,53.89,7.698571428571428,5.900909259602895,0.28094266097606235,1
Laptop,2,4.43,8.11,5.73,0.37,9.45,4.51,0.85,9.51,0.93,529.55,31.35,4.478571428571429,16.891547049441783,0.19457735247208932,1
Air Conditioner,0,9.1,1.79,4.02,3.42,4.17,7.46,5.98,3.02,1.2,663.76,29.27,4.1814285714285715,22.677143833276393,0.25418517253160233,1
Speaker,3,7.38,1.61,7.75,1.38,7.3,6.19,7.44,9.13,2.32,779.02,41.510000000000005,5.930000000000001,18.767044085762464,0.21994700072271736,1
Microwave Oven,1,1.08,1.3,2.67,1.58,3.84,4.23,9.77,8.24,6.7,197.01,37.03,5.29,5.320280853362139,0.11477180664326221,0
Iron,1,3.37,7.46,2.96,8.45,2.28,0.55,4.04,6.27,2.98,328.5,27.53,3.932857142857143,11.932437341082455,0.4144569560479477,1
Fridge,0,9.73,4.44,0.76,2.63,5.45,7.99,5.39,9.56,9.13,521.58,40.910000000000004,5.844285714285715,12.749450012221951,0.08286482522610607,1
Iron,1,3.17,4.47,1.69,8.29,4.55,3.0,9.38,7.88,0.64,248.99,35.43,5.061428571428571,7.027660174992944,0.2816821902342647,0
TV,3,6.13,4.41,8.07,1.05,2.95,3.44,6.51,7.93,7.08,736.23,37.03,5.29,19.88198757763975,0.2462867944909533,1
Speaker,3,2.38,2.6,2.9,4.35,4.15,4.2,8.93,3.05,2.98,273.95,30.560000000000002,4.365714285714286,8.964332460732983,0.23723821989528793,0
iPhone 11,2,0.36,3.65,6.7,6.12,2.88,2.33,5.6,6.57,2.5,378.86,32.7,4.671428571428572,11.585932721712538,0.39204892966360855,1
Vacuum Cleaner,1,8.73,8.52,2.85,1.6,8.73,0.69,9.28,5.97,2.63,586.68,31.749999999999996,4.535714285714286,18.478110236220473,0.14015748031496064,1
Speaker,3,1.56,7.56,8.11,1.64,9.73,2.11,9.96,2.07,6.97,515.7,40.589999999999996,5.798571428571428,12.705099778270512,0.24020694752402072,1
TV,3,5.11,9.65,8.8,1.57,1.23,3.65,9.49,7.45,5.42,728.21,37.61000000000001,5.372857142857144,19.362137729327305,0.2757245413453868,1
iPhone 11,2,8.02,5.98,1.44,1.78,6.83,4.02,6.4,9.12,3.71,474.82,33.3,4.757142857142857,14.25885885885886,0.0966966966966967,1
Toaster,1,3.31,0.77,1.66,7.3,1.82,8.46,1.63,4.78,4.19,252.21,29.840000000000003,4.262857142857143,8.452077747989275,0.30026809651474523,0
Fridge,0,5.64,9.68,9.79,7.03,7.22,6.71,2.47,8.06,8.63,807.46,49.910000000000004,7.130000000000001,16.178320977759967,0.33700661190142256,1
TV,3,5.6,8.69,5.64,3.62,3.14,7.81,2.42,4.7,5.39,582.53,32.72,4.674285714285714,17.80348410757946,0.2830073349633252,1
Tablet,2,1.27,8.95,7.67,8.02,3.46,8.33,4.68,0.88,2.5,478.7,35.54,5.077142857142857,13.46933033202026,0.4414743950478334,1
Laptop,2,6.19,8.15,3.65,8.73,3.88,6.41,9.59,6.2,9.67,504.57,48.13000000000001,6.875714285714287,10.483482235611882,0.25722002908788694,1
Iron,1,1.86,4.08,0.13,2.88,6.9,3.86,1.44,6.89,8.15,100.86,30.25,4.321428571428571,3.334214876033058,0.09950413223140495,0
Audio Equipment,3,6.35,9.21,3.07,3.2,7.35,3.83,8.1,8.52,3.7,481.96,37.769999999999996,5.395714285714285,12.760391845379932,0.16600476568705322,1
Toaster,1,1.93,2.7,9.57,5.24,0.65,8.25,3.23,8.5,4.33,609.31,39.769999999999996,5.681428571428571,15.320844857933116,0.37239124968569276,1
Monitor,3,6.78,1.64,2.38,3.05,7.32,8.23,5.8,5.84,1.07,461.86,33.690000000000005,4.812857142857143,13.709112496289698,0.16117542297417628,1
Air Conditioner,0,4.82,8.44,4.78,4.15,0.6,5.63,7.77,4.92,2.82,497.9,30.67,4.381428571428572,16.234104988588197,0.29116400391261815,1
Vacuum Cleaner,1,0.96,4.22,1.37,1.23,7.39,4.09,5.05,1.97,7.65,123.17,28.75,4.107142857142857,4.284173913043478,0.09043478260869565,0
Tablet,2,1.64,7.81,8.3,8.38,0.66,7.63,1.52,8.8,6.51,529.93,41.8,5.971428571428571,12.677751196172249,0.399043062200957,1
iPhone 11,2,7.21,6.24,5.6,4.12,8.78,4.59,0.54,1.57,4.07,658.11,29.27,4.1814285714285715,22.484113426716775,0.33208062862999654,1
Speaker,3,2.24,2.72,0.83,8.36,9.03,8.94,1.81,6.46,7.81,156.39,43.239999999999995,6.177142857142856,3.616790009250694,0.21253469010175766,0
Speaker,3,7.77,0.9,3.83,7.64,0.39,8.75,8.84,9.97,2.18,587.69,41.6,5.942857142857143,14.127163461538462,0.2757211538461538,1
Microwave Oven,1,9.61,6.17,8.89,1.61,2.49,1.65,5.29,2.36,4.38,952.13,26.669999999999998,3.8099999999999996,35.70041244844395,0.3937007874015748,1
iPhone 11,2,2.71,1.39,6.47,6.47,1.61,5.79,0.43,9.1,5.42,480.75,35.29,5.041428571428571,13.622839331255314,0.36667611221309154,1
Vacuum Cleaner,1,0.26,6.46,2.37,8.65,7.2,0.32,8.08,2.87,9.98,143.57,39.47,5.638571428571429,3.637446161641753,0.27919939194324805,0
Iron,1,0.5,2.39,6.26,4.46,4.47,4.17,1.05,6.3,9.0,361.49,35.71,5.101428571428571,10.122934752170261,0.3001960235228227,1
Vacuum Cleaner,1,2.89,7.66,4.38,1.42,0.6,9.81,8.5,3.13,6.29,381.27,34.13,4.875714285714286,11.171110460005858,0.169938470553765,1
Monitor,3,4.8,0.57,5.65,6.63,7.3,9.54,3.65,2.8,6.56,539.19,42.13,6.018571428571429,12.798243531924994,0.29147875623071445,1
Toaster,1,9.82,4.97,8.73,0.85,9.28,1.71,1.51,6.27,9.48,953.29,37.83,5.404285714285714,25.19931271477663,0.25323817076394395,1
Fridge,0,3.32,3.75,5.3,2.77,1.38,6.54,3.67,8.54,4.76,449.4,32.959999999999994,4.708571428571427,13.634708737864079,0.24484223300970878,1
TV,3,0.44,6.15,5.08,1.51,5.51,0.72,8.86,8.36,1.42,297.43,31.46,4.494285714285715,9.454227590591227,0.20947234583598218,0
Stove,0,3.51,7.91,9.37,9.86,7.82,6.08,6.55,3.21,4.66,679.28,47.55,6.792857142857143,14.28559411146162,0.40441640378548893,1
Tablet,2,2.84,8.83,2.68,5.11,6.97,6.87,1.88,0.32,2.41,288.43,26.240000000000002,3.7485714285714287,10.991996951219512,0.296875,0
Speaker,3,4.94,5.57,4.81,1.1,0.66,8.93,6.81,9.68,2.32,503.82,34.309999999999995,4.90142857142857,14.684348586417956,0.17225298746721077,1
Microwave Oven,1,7.57,7.83,7.55,8.2,4.91,3.48,6.66,9.83,0.12,781.12,40.75,5.821428571428571,19.168588957055213,0.38650306748466257,1
Speaker,3,1.91,5.69,2.92,0.21,9.3,5.8,7.12,6.77,4.08,253.8,36.2,5.171428571428572,7.011049723756906,0.08646408839779005,0
Audio Equipment,3,5.97,6.66,9.42,7.86,1.52,2.79,6.86,0.83,3.35,801.96,32.629999999999995,4.661428571428571,24.577382776585967,0.5295740116457249,1
Toaster,1,7.32,2.46,4.29,6.6,2.33,0.47,1.1,7.75,0.42,590.99,22.96,3.2800000000000002,25.73998257839721,0.47430313588850176,1
Microwave Oven,1,4.92,2.53,6.05,5.1,3.33,9.7,0.98,9.38,7.98,567.59,42.519999999999996,6.074285714285714,13.348777046095957,0.26222953904045154,1
Speaker,3,2.32,1.43,3.96,8.18,3.61,6.37,1.3,2.04,9.38,327.16,34.84,4.977142857142858,9.390355912743972,0.3484500574052813,1
iPhone 11,2,5.5,3.3,0.9,8.96,7.12,8.8,3.09,2.96,1.98,320.63,33.81,4.83,9.483288967761016,0.29162969535640343,1
Iron,1,3.85,8.3,7.08,8.51,3.94,0.74,4.54,1.56,4.11,573.35,30.479999999999997,4.354285714285714,18.810695538057747,0.511482939632546,1
iPhone 11,2,2.08,8.99,4.73,0.36,2.58,5.03,4.38,5.11,5.81,360.92,28.0,4.0,12.89,0.1817857142857143,1
Audio Equipment,3,6.27,9.12,4.17,6.64,6.68,4.32,9.24,4.73,7.08,536.92,42.86,6.122857142857143,12.527298180121324,0.2522165188987401,1
Vacuum Cleaner,1,2.18,3.01,5.46,7.27,1.43,7.07,3.79,3.04,4.16,401.54,32.22,4.602857142857142,12.462445685909374,0.3950962135319677,1
Fridge,0,2.59,0.91,7.9,1.55,9.85,7.39,9.86,5.02,0.7,551.35,42.269999999999996,6.038571428571428,13.043529690087535,0.22356281050390353,1
TV,3,3.1,1.57,5.86,5.11,4.98,1.08,5.23,9.82,3.28,467.3,35.36,5.051428571428572,13.21549773755656,0.310237556561086,1
Smartphone,2,6.42,6.81,8.2,6.1,9.53,8.18,5.87,4.2,5.9,759.01,47.98,6.854285714285714,15.819299708211755,0.29804085035431427,1
Vacuum Cleaner,1,6.83,2.29,1.38,1.99,4.67,0.14,2.99,9.47,5.91,410.92,26.55,3.792857142857143,15.477212806026365,0.12693032015065914,1
Smartphone,2,7.8,9.99,0.8,0.73,4.22,5.17,4.99,0.36,7.09,432.01,23.36,3.337142857142857,18.49357876712329,0.06549657534246575,1
Air Conditioner,0,7.07,3.95,8.81,6.53,3.17,4.92,7.17,3.95,9.91,821.84,44.46000000000001,6.351428571428572,18.484930274403958,0.3450292397660818,1
Stove,0,6.81,6.18,5.32,3.97,1.41,8.5,1.15,3.24,8.85,623.39,32.440000000000005,4.634285714285715,19.21670776818742,0.2863748458692971,1
Washing Machine,0,4.19,0.4,1.97,3.45,1.39,2.12,3.64,5.84,6.16,311.72,24.57,3.5100000000000002,12.687016687016689,0.2205942205942206,1
Laptop,2,0.75,1.31,9.19,2.72,7.14,1.53,6.59,5.86,1.4,530.14,34.43,4.918571428571428,15.39761835608481,0.34591925646238747,1
Toaster,1,3.6,9.03,3.65,4.76,6.97,0.14,3.09,0.51,3.94,377.73,23.060000000000002,3.2942857142857145,16.38031222896791,0.3647007805724197,1
Laptop,2,3.86,4.56,0.66,5.01,7.43,8.11,5.14,2.36,8.68,227.9,37.39,5.341428571428572,6.095212623696176,0.15164482481947045,0
Air Conditioner,0,4.95,7.24,5.79,5.52,6.77,6.03,5.95,8.3,4.66,557.81,43.019999999999996,6.145714285714285,12.966294746629474,0.2629009762900976,1
Smartphone,2,3.0,9.42,6.16,8.9,4.28,4.7,9.4,5.15,9.26,483.01,47.849999999999994,6.8357142857142845,10.094252873563219,0.31473354231974926,1
Iron,1,4.27,7.0,8.05,1.0,4.89,0.2,7.01,0.89,5.73,645.22,27.77,3.967142857142857,23.234425639178973,0.325891249549874,1
Tablet,2,1.71,1.95,1.45,3.29,1.35,7.45,5.7,1.48,5.65,162.99,26.369999999999997,3.767142857142857,6.180887372013653,0.1797497155858931,0
Washing Machine,0,0.47,0.64,4.63,7.74,0.54,5.18,0.1,1.82,1.62,271.64,21.630000000000003,3.0900000000000003,12.5584835876098,0.5718908922792417,0
Fridge,0,6.4,7.11,4.94,2.96,6.43,8.92,7.46,5.2,5.83,583.49,41.74,5.9628571428571435,13.979156684235745,0.1892668902731193,1
Audio Equipment,3,9.48,4.72,1.06,2.24,2.13,9.23,6.5,6.23,7.65,525.51,35.04,5.005714285714285,14.997431506849315,0.09417808219178084,1
Iron,1,0.45,1.95,2.02,4.14,7.42,7.64,2.42,1.97,2.76,131.71,28.369999999999997,4.0528571428571425,4.642580190341911,0.2171307719421925,0
TV,3,1.67,0.82,3.73,5.95,6.21,2.1,9.26,3.04,6.66,282.51,36.95,5.278571428571429,7.64573748308525,0.2619756427604871,0
Tablet,2,4.54,7.26,5.23,7.52,2.1,0.32,2.83,4.2,7.64,507.5,29.84,4.2628571428571425,17.007372654155496,0.4272788203753351,1
Laptop,2,4.1,8.48,2.66,5.08,4.93,5.81,3.94,8.98,8.7,349.02,40.1,5.728571428571429,8.703740648379052,0.19301745635910225,1
Washing Machine,0,0.77,5.07,5.99,0.41,3.39,1.7,1.1,7.34,4.23,361.77,24.16,3.4514285714285715,14.973923841059602,0.26490066225165565,1
TV,3,9.34,1.92,5.05,9.82,1.95,8.86,1.18,1.25,0.98,730.81,29.09,4.155714285714286,25.12237882433826,0.5111722241320041,1
Air Conditioner,0,7.47,4.66,3.26,5.02,9.72,6.53,2.76,8.24,2.02,544.65,37.550000000000004,5.364285714285715,14.504660452729691,0.22050599201065244,1
